File Path,Questions
cat/conditions/cardiovascular/c_ct_atrial_standstill,"고양이가 심방 정지에 걸렸을 때 증상은 무엇인가요?
고양이의 심방 정지를 진단하는 방법은 무엇인가요?
고양이의 심방 정지를 치료하는 방법에는 어떤 것이 있나요?
고양이의 심방 정지를 유발하는 일반적인 원인은 무엇인가요?
고양이가 심방 정지로부터 회복하고 예후를 개선하기 위한 생활 및 관리법은 무엇인가요?
심박 조율기를 처방받은 고양이의 주요 관리 방법은 무엇인가요?
고양이의 심방 정지를 예방하기 위한 효과적인 방법은 무엇인가요?
고양이가 심박 조율기를 상시 착용해야 하는 경우에 유의해야 할 점은 무엇인가요?"
cat/conditions/cardiovascular/c_ct_restrictive_cardiomyopathy,고양이의 제한성 심근증에 대해 무엇을 알아야 하나요? 수의사를 방문해야 하는 이유가 무엇인가요? 어떤 증상이 발생할 수 있나요? 치료 및 관리에는 어떤 사항이 포함되나요? 고양이가 치료 중에 필요한 생활 및 관리 방법은 무엇인가요? 호흡 곤란이 있을 때 어떤 조치를 취해야 하나요?
cat/conditions/cardiovascular/c_ct_hemoglobinuria_myoglobinuria,"**의료 정보**:

Q: 고양이가 헤모글로빈뇨증 또는 미오글로빈뇨증에 걸렸을 때 나타나는 증상은 무엇인가요?  
A: 고양이가 헤모글로빈뇨증 또는 미오글로빈뇨증에 걸렸을 때 나타나는 특징적인 증상은 무엇인가요?

Q: 고양이의 헤모글로빈뇨증과 미오글로빈뇨증의 원인은 무엇인가요?  
A: 고양이가 헤모글로빈뇨증과 미오글로빈뇨증에 걸리는 가능성이 높은 원인은 무엇인가요?

Q: 헤모글로빈뇨증과 미오글로빈뇨증의 진단은 어떻게 이루어지나요?  
A: 고양이의 헤모글로빈뇨증과 미오글로빈뇨증 진단에 어떤 과정이 포함되나요?

Q: 고양이의 헤모글로빈뇨증과 미오글로빈뇨증의 치료는 어떤 방식으로 이루어지나요?  
A: 고양이의 헤모글로빈뇨증과 미오글로빈뇨증을 어떻게 치료하고 관리해야 하나요?

Q: 헤모글로빈뇨증과 미오글로빈뇨증 예방을 위한 조치는 무엇인가요?  
A: 고양이가 헤모글로빈뇨증이나 미오글로빈뇨증에 걸리지 않도록 예방하기 위한 권장사항은 무엇인가요?"
cat/conditions/cardiovascular/c_ct_atrioventricular_valve_dysplasia,"고양이가 심장 판막 기형을 가지고 있는 경우 어떤 증상을 보일 수 있나요?
고양이의 심장 판막 기형에 대한 치료는 무엇이 포함될 수 있나요?
고양이의 심장 판막 기형을 진단하기 위해 어떤 검사가 필요한가요?
고양이가 심장 판막 기형을 가지고 있을 때 주의해야 할 사항은 무엇인가요?
고양이의 심장 판막 기형이 심각한 경우 생존률은 어떻게 되나요?"
cat/conditions/cardiovascular/c_ct_aortic_thromboembolism,"어떤 증상이 대동맥 혈전색전증의 징후일까요?
대동맥 혈전색전증을 진단하려면 어떤 검사가 필요할까요?
대동맥 혈전색전증을 앓는 고양이를 어떻게 치료해야 하나요?
대동맥 혈전색전증을 앓는 고양이를 위한 적절한 관리 방법은 무엇인가요?
대동맥 혈전색전증을 앓는 고양이의 회복을 돕기 위해 우리가 할 수 있는 것은 무엇인가요?
대동맥 혈전색전증의 재발을 예방하기 위해 주의해야 할 점은 무엇인가요?
대동맥 혈전색전증으로 인한 고양이의 통증을 완화하기 위한 방법은 무엇이 있을까요?
대동맥 혈전색전증을 예방하기 위한 효과적인 전략은 무엇이 있을까요?
대동맥 혈전색전증 진료비용은 어느 정도인가요?
대동맥 혈전색전증으로 인한 고양이의 식사 및 영양 관리에 대한 권장 사항은 무엇인가요?
대동맥 혈전색전증을 앓는 고양이와의 상호 작용을 개선하기 위한 조언은 무엇인가요?"
cat/conditions/cardiovascular/c_ct_heart_murmur,"고양이의 심잡음이 무엇인가요?
고양이의 심장 잡음은 모두 같은 소리인가요?
심장 잡음이 있는 고양이의 예후는 어떻게 되나요?
고양이의 ""기능성 심장 잡음""이란 무엇인가요?
고양이의 ""무고한 잡음""이란 무엇인가요?
고양이의 심장 잡음의 증상은 무엇인가요?
고양이의 심장 잡음의 원인은 무엇인가요?
고양이의 심장 잡음을 진단하는 방법은 무엇인가요?
고양이의 심장 잡음 치료는 어떻게 이루어지나요?
고양이의 심장 잡음 관련 자주 묻는 질문들을 알려주세요."
cat/conditions/cardiovascular/c_ct_cardiogenic_shock,"어떻게 심인성 쇼크를 예방할 수 있나요?
심인성 쇼크의 초기 증상을 어떻게 알 수 있나요?
심인성 쇼크의 진단을 받는 과정은 어떻게 되나요?
고양이에게 심인성 쇼크가 의심되는 경우 어떻게 대처해야 하나요?
심인성 쇼크 환자의 치료 방법은 무엇인가요?
심인성 쇼크로 인한 고양이의 생활 및 관리에 대해 어떤 점을 주의해야 하나요?
고양이의 심장 건강을 유지하기 위한 식이 권장 사항은 무엇인가요?
어린 고양이가 특이한 행동을 보일 때의 대처 방법은 무엇인가요?
고양이가 소리를 지저분하게 내거나 과민할 때의 교정 방법은 무엇인가요?
고양이의 활동량과 운동량을 늘리는 방법은 무엇이 있나요?
고양이에게 적합한 장난감은 어떤 종류가 있나요?
고양이의 행동 문제를 개선하기 위한 교육 방법은 어떤 것이 있을까요?"
cat/conditions/cardiovascular/c_ct_hyperkalemia,"가장 흔한 고양이의 고칼륨혈증 증상은 무엇인가요?
고칼륨혈증의 원인은 무엇일 수 있나요?
고칼륨혈증을 진단하는 방법은 무엇인가요?
고칼륨혈증이 발견되면 어떤 치료가 필요한가요?
고칼륨혈증을 관리하기 위해 주의해야 할 사항은 무엇인가요?"
cat/conditions/cardiovascular/c_ct_atrioventricular_block_first_degree,"고양이들에게 1도 방실 차단이나 1도 심실 차단이 발견되는 경우 어떻게 대처해야 하나요?
디곡신과 같은 심장약물의 과다 복용으로 발생하는 1도 방실 차단의 증상은 무엇인가요?
고양이에게 1도 방실 차단을 유발할 수 있는 특정 처방약은 무엇이 있나요?
1도 방실 차단을 예방하기 위해 주의해야 할 건강 관리 방법은 무엇인가요?
수의사가 1도 방실 차단을 진단하는 과정에 대해 설명해 주실 수 있나요?
1도 심실 차단을 치료하는 방법은 어떻게 되나요?
고양이가 1도 방실 차단에 걸릴 수 있는 일반적인 원인은 무엇인가요?
식이요법이 1도 방실 차단을 치료하는 데 어떤 역할을 하나요?
고양이의 심장 건강을 지키기 위해 정기적인 심전도 검사가 중요한 이유는 무엇인가요?"
cat/conditions/cardiovascular/c_ct_aortic_stenosis,"1. 고양이의 대동맥 협착증은 어떤 증상을 보이나요?
2. 대동맥 협착증 진단을 위해 수의사에게 제공해야 하는 정보는 무엇인가요?
3. 대동맥 협착증이 있는 고양이의 치료 방법은 무엇이 있나요?
4. 대동맥 협착증이 있는 고양이를 돌보는 데 주의해야 할 사항은 무엇인가요?
5. 대동맥 협착증이 있는 고양이를 가진 가정에서 삶의 질을 향상시키는 방법은 무엇인가요?
6. 대동맥 협착증이 있는 고양이의 생활환경을 어떻게 조절해야 하나요?
7. 대동맥 협착증이 있는 고양이를 돌보는 과정에서 발생할 수 있는 일반적인 문제는 무엇인가요?
8. 대동맥 협착증이 있는 고양이의 약물 치료에 대해 알려주세요.
9. 대동맥 협착증이 있는 고양이를 위한 영양 권고사항은 무엇인가요?
10. 대동맥 협착증을 가진 고양이의 일상 활동에 대해서 어떤 제한이 필요한가요?"
cat/conditions/cardiovascular/c_ct_chemodectoma,"가장 흔한 증상으로 알려진 대동맥 및 경동맥 종양의 증상은 무엇입니까?
  화학종양 진단을 위해 어떤 검사 및 절차가 수행되어야 하며, 그 목적은 무엇입니까?
  종양 치료 시 고려해야 할 치료법은 무엇이며, 치료 전략을 결정하는 데 어떤 요소가 중요한가요?
  화학종양을 갖고 있는 고양이를 어떻게 관리하고 케어해야 하며, 일상 생활에서 주의해야 할 점은 무엇인가요?"
cat/conditions/cardiovascular/hypothermia-cats,"일반적으로 고양이의 정상 체온 범위는 무엇인가요?
고양이의 저체온증은 어떤 증상을 나타내나요?
고양이가 저체온증에 걸렸다면 어떻게 도와 줄 수 있나요?
고양이의 저체온증을 진단하고 치료하는 과정은 어떻게 되나요?
고양이가 저체온증에 걸리지 않도록 예방하는 방법은 무엇인가요?
고양이의 저체온증 회복 및 관리에 대해 어떤 조언이 있나요?
고양이의 저체온증과 관련된 우려되는 상황이 있다면 어떤 것이 있나요?
고양이의 저체온증은 어떠한 상황에서 발생할 수 있나요?
고양이의 저체온증을 유발하는 주요 요인은 무엇인가요?"
cat/conditions/cardiovascular/c_ct_congestive_heart_failure_right_sided,"자주 묻는 질문:
1. 고양이가 울혈성 심부전에 걸렸을 때 어떤 증상을 보일까요?
2. 심부전을 예방하기 위해 고양이의 가족 혈통 정보는 왜 중요할까요?
3. 고양이의 심부전을 진단하는 방법은 무엇인가요?
4. 고양이가 울혈성 심부전인 경우 질병의 치료법은 어떻게 되나요?
5. 심부전을 관리하기 위해 고양이를 위해 어떤 생활 습관이 중요한가요?
6. 고양이에게 울혈성 심부전을 예방하기 위해 무엇을 할 수 있을까요?
7. 고양이가 심부전 진단 후에 주의해야 할 사항은 무엇인가요?
8. 고양이의 식단에서 어떤 성분을 제한함으로써 울혈성 심부전의 증상을 완화할 수 있을까요?
9. 고양이의 심부전을 관리하는 중요한 지침은 무엇인가요?
10. 심부전의 치료 중 고양이의 활동에 대한 제한은 어떻게 이루어져야 할까요?"
cat/conditions/cardiovascular/c_ct_arteriovenous_fistula,"동정맥루란 무엇인가요?
고양이의 동정맥루에 어떤 증상이 나타날 수 있나요?
동정맥루의 원인은 무엇인가요?
동정맥루를 진단하는 방법은 무엇인가요?
동정맥루를 치료하기 위한 방법은 무엇이 있나요?
동정맥루가 재발할 수 있는 가능성은 어떤가요?
동정맥루를 관리하고 예방하기 위해 주인이 할 수 있는 것은 무엇인가요?
동정맥루 수술 후 주의사항에 대해 알려주실 수 있나요?"
cat/conditions/cardiovascular/c_ct_abnormal_heart_rhythm,"1. 고양이가 부비동 서맥에 걸렸을 때 어떤 증상을 보일 수 있나요?
2. 고양이의 부비동 서맥을 진단하는 방법은 무엇인가요?
3. 고양이의 부비동 서맥을 치료하는 방법은 어떻게 되나요?
4. 부비동 서맥의 치료 후 고양이를 어떻게 관리해야 하나요?
5. 고양이의 부비동 서맥을 유발할 수 있는 가능한 요인은 무엇인가요?
6. 고양이의 부비동 서맥이 재발하지 않도록 어떤 예방책을 취해야 하나요?
7. 부비동 서맥 진단을 최대한 정확히 받으려면 어떤 검사가 필요한가요?
8. 고양이의 부비동 서맥이 생활에 미치는 영향은 어떤 점이 있을까요?
9. 고양이의 부비동 서맥을 치료하는 동안 주의해야 할 사항은 무엇인가요?
10. 부비동 서맥이 있는 고양이와 함께 애완동물 생활을 하면 어떤 점을 주의해야 할까요?"
cat/conditions/cardiovascular/c_ct_tetralogy_of_fallot,"1. 팔로트증은 무엇이며 어떻게 진단되고 치료되나요?
2. 고양이가 팔로트증인지 어떻게 알 수 있을까요?
3. 팔로트증의 증상은 무엇이 있으며 심장에 부담을 줄이기 위한 방법은?
4. 고양이의 팔로트증을 조절하기 위해 어떤 약물이 사용될 수 있나요?
5. 팔로트증 치료를 위한 일상적인 관리 방법은 무엇이 있을까요?
6. 수의사가 고양이의 팔로트증을 어떻게 진단할까요?
7. 팔로트증이 발생하는 주요 원인은 무엇이며, 유전적인 영향은 어떻게 작용하나요?
8. 팔로트증 진단을 위해 필요한 검사와 절차는 어떤 것이 있을까요?
9. 고양이가 팔로트증을 가지고 있다면 주의해야 할 사항은 무엇인가요?
10. 팔로트증이 있는 고양이를 위한 적절한 운동 및 활동 제한에 대한 조언은 무엇인가요?"
cat/conditions/cardiovascular/_ct_heart_trauma_arrhythmia,"고양이가 외상성 심근염에 걸렸을 때 어떤 증상을 보일까요?
외상으로 인한 심장 손상은 치료할 수 있을까요?
외상성 심근염 진단을 위해 어떤 테스트가 필요할까요?
고양이의 외상성 심근염을 치료하는 방법은 무엇인가요?
고양이가 외상성 심근염으로 인해 어떤 생활 및 관리가 필요한가요?
외상성 심근염은 어떤 원인으로 발생할 수 있나요?
고양이의 외상성 심근염을 예방할 수 있는 방법은 무엇인가요?
고양이의 외상성 심근염이 완전히 치유되었는지 어떻게 알 수 있을까요?
외상성 심근염으로 인해 고양이의 실명에 어떤 영향을 줄 수 있을까요?"
cat/conditions/cardiovascular/c_ct_pericarditis,"가장 일반적인 고양이 건강 문제 중 하나인 심낭염에 대해 어떤 증상을 주의해야 할까요?
심낭염의 원인은 무엇일 수 있으며, 어떤 질병이나 감염으로 인해 발생할 수 있을까요?
고양이의 심낭염을 진단하는 과정에는 어떤 종류의 검사가 필요한가요?
심낭염으로 고통을 겪는 고양이를 치료하는데 어떤 방법이 효과적일 수 있을까요?
심낭염은 재발할 수 있는 질병이며, 고양이의 일상생활에서 주의해야 할 점은 무엇인가요?
고양이의 심낭염을 예방하거나 증상을 완화시키기 위해 우리가 취할 수 있는 어떤 조치가 있을까요?
심낭염으로 인한 고통을 완화하기 위해 고양이에게 제공해야 하는 특별한 관리나 돌봄 방법이 있을까요?
심낭염으로 인한 증상을 심각하게 생각할 때 어떻게 행동해야 할까요?
고양이의 심낭염은 어떻게 예방할 수 있으며, 건강한 심장 기능을 유지하기 위한 실용적인 팁이 있을까요?
고양이의 심낭염 진단 후의 회복 기간은 얼마나 되며, 어떤 특별한 관리가 필요할까요?"
cat/conditions/cardiovascular/c_ct_blood_transfusion_reactions,"반응이 있을 때 고양이에게 수혈을 할 수 있습니까? 어떤 행동을 해야 합니까?  
수혈 반응의 증상은 무엇이며, 자가수혈이 이루어지는 경우에도 발생할 수 있습니까?  
수혈 반응의 진단은 어떻게 이루어지며, 치료는 어떻게 이루어지나요?  
수혈 반응을 방지하기 위한 방법은 무엇이 있습니까?  
수혈 후 고양이를 어떻게 관리해야 합니까?"
cat/conditions/cardiovascular/c_ct_systemic_hypertension,"아래는 FAQ 섹션을 위해 도움이 될 만한 질문들입니다:
1. 고양이 고혈압은 어떤 것이며 어떻게 진단되나요?
2. 고양이의 고혈압을 발견하는 데 중요한 증상은 무엇인가요?
3. 고혈압으로 인한 뇌 손상과 심장 질환의 증상은 어떻게 구별할 수 있나요?
4. 고양이의 고혈압은 어떻게 치료되며 어떤 약물이 사용되나요?
5. 고혈압이 있는 고양이를 치료하는 과정에서 보호자가 주의해야 할 중요한 사항은 무엇인가요?
6. 고혈압이 있는 노령 고양이의 혈압을 얼마나 자주 검사해야 하나요?
7. 고혈압을 유발할 수 있는 스트레스와 고혈압의 관련성은 어떻게 되나요?
8. 고혈압이 있는 고양이의 식사 및 활동 권장 사항에는 무엇이 있나요?
9. 고혈압이 있는 고양이와 함께 살아가는 보호자를 위한 심리적 지원 방법에는 어떤 것이 있나요?
10. 고혈압 예방을 위해 고양이의 일상생활에서 신경써야 할 부분은 무엇인가요?"
cat/conditions/cardiovascular/c_ct_sinus_arrest_sinoatrial_block,"1. 고양이가 부비동 정지 또는 심방 차단 증상을 보일 때 어떤 조치를 취해야 하나요?
2. 고양이의 부비동 결절에 대한 진단 방법은 무엇인가요?
3. 부비동 결절을 당한 고양이를 어떻게 치료해야 하나요?
4. 부비동 결절 진단 후에 고양이를 어떻게 관리해야 하나요?
5. 고양이가 부비동 결절 진단 후 수술을 받을 경우 수술 후 관리에 대해 어떤 점을 주의해야 하나요?
6. 고양이의 심장 질환을 예방하기 위해 주의해야 할 사항은 무엇인가요?
7. 고양이의 심전도 검사가 중요한 이유는 무엇인가요?"
cat/conditions/cardiovascular/c_ct_pancytopenia,"가능한 FAQ 질문:
1. 고양이가 범혈구 감소증에 걸린 경우 어떤 증상을 보여줄 수 있나요?
2. 범혈구 감소증의 발생 원인은 무엇인가요?
3. 고양이에게 범혈구 감소증을 진단하려면 어떤 검사를 받아야 하나요?
4. 범혈구 감소증의 치료에는 어떤 옵션이 있나요?
5. 범혈구 감소증이 예방 가능한가요? 어떤 예방 조치를 취할 수 있을까요?"
cat/conditions/cardiovascular/c_ct_atrioventricular_block_complete,"한 개의 고양이에서 완전 심장 차단이 의심될 때 무엇을 해야 합니까?
고양이에게 완전 심장 차단을 진단하는 방법은 무엇입니까?
고양이에게 완전 심장 차단을 치료할 때 고려해야 할 중요한 사항은 무엇입니까?
고양이에게 심박조율기를 이식한 후 적절한 관리 방법은 무엇입니까?
고양이의 식단을 수정해야 하는 경우, 어떻게 고양이의 식사를 조절해야 합니까?
정기적인 수의사 방문이 고양이에게 완전 심장 차단을 가진 경우 왜 중요한가요?"
cat/conditions/cardiovascular/c_ct_cardiac_arrest,"고양이가 심폐 정지 상황에 처했을 때 즉각적인 조치가 중요한가요?
심폐 소생술(CPR)을 고양이에게 시행해야 하는 시점은 어떻게 구분하나요?
고양이가 심폐정지에 처한 경우, 생존 가능성은 어떻게 평가되나요?
심폐 부전이 있는 고양이의 치료 방법은 무엇이 있을까요?
고양이의 회복을 돕기 위해 가정에서 취할 수 있는 조치가 있을까요?
심장 마비의 재발을 예방하기 위한 생활 습관이 있을까요?
고양이의 심장 건강을 유지하는 방법에는 어떤 것이 있을까요?
심장 질환의 조기 진단을 위해 어떤 예방 접종이 필요한가요?
고양이의 건강 상태를 확인하는 데 필요한 정기적인 검진 주기는 얼마인가요?"
cat/conditions/cardiovascular/c_ct_carnitine,"고양이가 L-카르니틴 결핍증에 걸렸을 때 어떤 증상을 보일까요?
L-카르니틴 결핍증의 진단을 받으려면 어떤 과정을 거쳐야 할까요?
카르니틴 결핍증을 치료하기 위해 무엇을 해야 할까요?
고양이에게 L-카르니틴 보충제를 투여하는 것이 어떻게 도움이 될까요?
L-카르니틴 결핍증을 예방하기 위한 방법은 무엇인가요?"
cat/conditions/cardiovascular/feline-hypertrophic-cardiomyopathy-hcm-cats,"**자주 묻는 질문(FAQ) - 고양이의 비대성 심근증(HCM)**

**1. 고양이의 비대성 심근증(HCM)은 무엇인가요?**
   - 고양이의 비대성 심근증(HCM)은 무엇인지 알고 싶습니다.

**2. 고양이의 비대성 심근증(HCM)의 주요 증상은 무엇인가요?**
   - 고양이가 비대성 심근증(HCM)에 걸렸을 때 어떤 증상을 나타내는지 알려주세요.

**3. 고양이에게 HCM 진단을 받는 방법은 무엇인가요?**
   - 고양이의 비대성 심근증(HCM)을 진단하는 방법에 대해 궁금합니다.

**4. 고양이의 비대성 심근증(HCM)을 치료하는 방법은 무엇인가요?**
   - 고양이의 HCM을 치료하는 방법에 대해 알려주세요.

**5. 고양이의 HCM을 예방할 수 있는 방법은 무엇인가요?**
   - 고양이의 비대성 심근증(HCM)을 예방하는 방법에 대해 궁금합니다.

**6. 어떤 고양이 품종이 비대성 심근증(HCM)에 노출될 가능성이 높은가요?**
   - 어떤 고양이 품종이 HCM에 취약한지 알고 싶습니다.

**7. 고양이의 비대성 심근증(HCM)을 위한 의약품 치료는 어떤 것이 있나요?**
   - 고양이의 심장 건강을 지원하기 위한 의약품 치료에 대해 알고 싶습니다.

**8. 고양이의 비대성 심근증(HCM)으로부터 회복하고 관리하는 방법은 무엇인가요?**
   - 고양이의 HCM으로부터 회복하고 일상적으로 관리하는 방법에 대해 알려주세요.

**9. 고양이의 HCM 진단 후에 주의해야 할 사항은 무엇인가요?**
   - HCM이 진단된 후 고양이를 돌봐야 하는데 주의해야 할 사항에 대해 궁금합니다.

**10. 고양이의 비대성 심근증(HCM)에 대해 추가적인 자문이 필요한 경우 어디로 문의해야 하나요?**
   - HCM에 대한 추가 자문이 필요한 경우 어느 전문가에게 문의해야 하는지 알고 싶습니다."
cat/conditions/cardiovascular/c_ct_atrial_fibrillation_atrial_flutter,"1. 고양이의 심장 세동과 심방 조동에 대한 이해
2. 고양이 심방세동과 관련된 주요 증상은 무엇인가요?
3. 고양이의 심장 세동 질환에는 어떤 유형이 있고 어떻게 치료되나요?
4. 고양이의 심방 세동을 진단하는 방법은 무엇인가요?
5. 고양이의 심방 세동을 치료하기 위한 생활 및 관리법은 무엇이 있나요?
6. 심방 세동 및 조동이 발생하는 주요 원인은 무엇인가요?
7. 고양이의 심장 세동 질환을 어떻게 예방할 수 있을까요?
8. 고양이의 심방 세동이 발견될 때 취해야 할 즉각적인 조치는 무엇인가요?
9. 위험 요소에 따라 심방 세동을 조기 발견할 수 있는 방법은 무엇인가요?
10. 고양이의 심장 건강을 위한 권장 사항은 무엇이 있을까요?"
cat/conditions/cardiovascular/c_ct_overproduction_white_blood_cells,"가장 흔한 고양이의 과호산구 증후군 증상은 무엇인가요?
과호산구 증후군은 어떻게 진단되나요?
과호산구 증후군의 원인은 무엇인가요?
과호산구 증후군의 치료법에는 무엇이 포함되나요?
과호산구 증후군이 발병하는 고양이의 연령과 성별에는 특별한 특징이 있나요?"
cat/conditions/cardiovascular/c_ct_polycythemia,"가장 흔한 고양이 혈액 질환 중 하나인 적혈구 증가증에 대해 어떻게 예방할 수 있을까요?

고양이가 적혈구 감소증 증상을 보일 때 어떻게 대처해야 할까요?

고양이의 적혈구 증가증을 진단하는 데 어떤 테스트가 사용되며, 얼마나 정확한가요?

적혈구 증가증을 치료하는데 어떤 방법이 있고, 어떤 점을 주의해야 할까요?

적혈구 증가증으로 고통받는 고양이를 위해 적합한 식이 요구사항이 있을까요?

고양이의 적혈구 증가증을 완화하기 위한 보조 요법이 있을까요?

적혈구 증가증으로 인한 고통을 예방하기 위해 어떤 일상 관리 방법을 적용해야 할까요?

적혈구 증가증이 있는 고양이를 위한 올바른 생활 환경은 무엇인가요?

적혈구 증가증이 발견된 후 고양이의 운동량과 활동량 조절할 필요가 있을까요?

적혈구 증가증이 발견된 경우 고양이의 식이나 영양 요구량을 조절해야 할까요?

적혈구 증가증은 노인 고양이에게 특히 더 많이 나타나는가요?"
cat/conditions/cardiovascular/c_ct_cold_agglutinin_disease,"가장 흔한 고양이 질환은 무엇인가요? 
고양이가 추위에 노출될 때 어떤 증상이 나타날 수 있나요? 
고양이의 건강이 안정될 때까지 어떻게 치료해야 하나요? 
고양이가 이 질병에 걸렸을 때 어떤 생활 및 관리 방법을 취해야 하나요? 
고양이의 건강을 유지하기 위해 어떤 예방책을 취해야 하나요? 
고양이의 영양 요구량을 충족시키기 위해 어떤 종류의 사료를 선택해야 하나요?"
cat/conditions/cardiovascular/c_ct_cyanosis,"1. 고양이가 청색증을 앓고 있다면 어떤 증상들을 주로 보여주나요?
2. 고양이의 청색증의 주된 원인은 무엇인가요?
3. 고양이의 청색증을 진단하기 위해 어떤 검사들이 필요한가요?
4. 고양이의 청색증을 치료하는 방법은 무엇이 있나요?
5. 고양이가 청색증으로 인한 호흡곤란을 겪을 때 어떻게 도와줘야 하나요?
6. 고양이의 일상생활에서 청색증을 관리하는데 주의해야 할 사항은 무엇인가요?
7. 고양이에게 메트헤모글로빈 혈증이 의심될 때 취해야 할 조치는 무엇인가요?
8. 고양이의 폐고혈압을 관리하기 위한 효과적인 방법은 무엇인가요?
9. 고양이가 호흡곤란 증상을 보일 때 응급 상황인지 어떻게 알 수 있나요?
10. 고양이가 산소 부족을 겪을 때 일상 생활에서 주의해야 할 점은 무엇인가요?"
cat/conditions/cardiovascular/c_ct_atrial_wall_tear,"고양이의 심방 벽 파열이 발생하면 어떤 증상을 보일 수 있나요?
심방 벽 파열의 원인은 무엇이 될 수 있나요?
고양이의 심방 벽 파열을 진단하기 위해 어떤 검사가 필요한가요?
심방 벽 파열의 치료 방법은 무엇이 있나요?
고양이의 심방 벽 파열로 인한 합병증을 피하기 위한 생활 및 관리 방법은 무엇인가요?"
cat/conditions/cardiovascular/c_ct_septic_shock,"1. 패혈성 쇼크는 고양이의 어떤 증상으로 나타날 수 있나요?
2. 고양이의 패혈성 쇼크를 예방할 수 있는 방법은 무엇인가요?
3. 고양이가 패혈성 쇼크에 걸렸을 때 가장 빠르게 대처해야 하는 방법은 무엇인가요?
4. 고양이의 패혈성 쇼크를 진단하기 위해 어떤 검사가 필요한가요?
5. 패혈성 쇼크 치료 중 고양이를 돌봄하는 데 주의해야 할 점은 무엇인가요?
6. 고양이의 순환계 붕괴를 예방하는데 도움이 되는 식이 권고사항은 무엇인가요?
7. 고양이의 패혈성 쇼크에 대한 치료 과정 중 주의해야 할 부분은 어디인가요?
8. 고양이가 패혈성 쇼크에 걸렸을 때 적절한 의료 지원을 받는 방법은 무엇인가요?
9. 건강한 고양이를 유지하고 패혈성 쇼크를 예방하기 위한 일상적인 케어 권고사항은 무엇인가요?
10. 고양이의 패혈성 쇼크로 인한 합병증을 최소화하는 방법은 무엇인가요?"
cat/conditions/cardiovascular/c_ct_ventricular_fibrillation,"1. 고양이가 심실 세동인 경우 어떤 증상을 보일 수 있나요?
2. 고양이가 심실 세동에 걸릴 수 있는 주된 원인은 무엇인가요?
3. 고양이의 심실 세동을 진단하려면 어떤 과정이 필요한가요?
4. 고양이가 심실 세동을 겪을 때 어떤 치료가 필요한가요?
5. 심실 세동으로 인한 고양이의 회복 기간은 얼마나 되나요?
6. 고양이가 심실 세동을 겪으면 어떻게 예방할 수 있을까요?"
cat/conditions/cardiovascular/c_ct_hypercoagulability,가장 빈도가 높은 질문은 발견할 수 없습니다.
cat/conditions/cardiovascular/c_ct_splenomegaly,"가장 흔한 고양이의 비장 비대 증상은 무엇인가요?  
비장 비대 진단을 받으려면 어떤 절차가 필요한가요?  
비장 비대의 치료 옵션에는 어떤 것들이 있나요?  
비장 비대 발병을 예방할 수 있는 방법은 무엇인가요?  
비장 제거술이 고양이에게 어떻게 영향을 미치는가요?  
비장 비대와 관련된 병원 방문 시 주의할 점은 무엇인가요?  
비장 비대로 인한 재활 치료에 어떤 내용이 포함되나요?  
비장 비대와 관련된 심각한 증상을 감지하는 방법은 무엇인가요?  
고양이의 비장 비대 발병 가능성을 낮추기 위해 주의해야 할 사항이 있을까요?  

각종 질병에 대한 치료법이나 관리 방법에 대한 검색을 필요로 하는 경우 수의사와 상담하길 바랍니다."
cat/conditions/cardiovascular/c_ct_hypoxemia,"1. 고양이가 저산소혈증에 걸렸을 때 어떤 증상을 주로 보이나요?

2. 저산소혈증의 원인으로는 어떠한 요인들이 있나요?

3. 고양이가 저산소혈증 진단을 받을 때 어떠한 검사가 필요한가요?

4. 고양이의 저산소혈증을 치료하는 방법은 무엇인가요?

5. 고양이가 저산소혈증으로부터 완전히 회복했을 때 주의할 점은 무엇인가요?

6. 고양이를 위해 산소 요법을 어떻게 제공해야 하나요?

7. 저산소혈증으로 인한 고양이의 생활방침과 관리에 대해 어떤 조언이 있나요?

8. 저산소혈증을 예방하기 위해 주인이 할 수 있는 것은 무엇인가요?

9. 저산소혈증이 고양이의 어떤 장기에 영향을 줄 수 있나요?

10. 고양이의 저산소혈증을 조기에 발견하기 위해 어떤 신호에 주의해야 하나요?"
cat/conditions/cardiovascular/c_ct_peritoneopericardial_diaphragmatic_hernia,"- 고양이의 복막 심낭 횡격막 탈장은 어떤 증상을 보이나요?
- 복막 심낭 횡격막 탈장의 원인은 무엇인가요?
- 고양이의 복막 심낭 횡격막 탈장을 진단하는 방법은 무엇인가요?
- 복막 심낭 횡격막 탈장을 치료하는 방법은 무엇인가요?
- 고양이가 수술 후에 어떤 생활 및 관리가 필요한가요?
"
